SAMPID	SMTSD	IndidualID
GTEX-1117F-0226-SM-5GZZ7	Adipose - Subcutaneous	1117F
GTEX-1117F-0426-SM-5EGHI	Muscle - Skeletal	1117F
GTEX-1117F-0526-SM-5EGHJ	Artery - Tibial	1117F
GTEX-1117F-0626-SM-5N9CS	Artery - Coronary	1117F
GTEX-1117F-0726-SM-5GIEN	Heart - Atrial Appendage	1117F
GTEX-1117F-1326-SM-5EGHH	Adipose - Visceral (Omentum)	1117F
GTEX-1117F-2426-SM-5EGGH	Uterus	1117F
GTEX-1117F-2526-SM-5GZY6	Vagina	1117F
GTEX-1117F-2826-SM-5GZXL	Breast - Mammary Tissue	1117F
GTEX-1117F-2926-SM-5GZYI	Skin - Not Sun Exposed (Suprapubic)	1117F
GTEX-1117F-3026-SM-5GZYU	Minor Salivary Gland	1117F
GTEX-1117F-3226-SM-5N9CT	Brain - Cortex	1117F
GTEX-111CU-0126-SM-5GZWZ	Adrenal Gland	111CU
GTEX-111CU-0226-SM-5GZXC	Thyroid	111CU
GTEX-111CU-0326-SM-5GZXO	Lung	111CU
GTEX-111CU-0426-SM-5GZY1	Spleen	111CU
GTEX-111CU-0526-SM-5EGHK	Pancreas	111CU
GTEX-111CU-0626-SM-5EGHL	Esophagus - Muscularis	111CU
GTEX-111CU-0726-SM-5GZYD	Esophagus - Mucosa	111CU
GTEX-111CU-0826-SM-5EGIJ	Esophagus - Gastroesophageal Junction	111CU
GTEX-111CU-0926-SM-5EGIK	Stomach	111CU
GTEX-111CU-1026-SM-5EGIL	Adipose - Visceral (Omentum)	111CU
GTEX-111CU-1126-SM-5EGIM	Skin - Not Sun Exposed (Suprapubic)	111CU
GTEX-111CU-1226-SM-5EGIN	Colon - Sigmoid	111CU
GTEX-111CU-1326-SM-5NQ8L	Small Intestine - Terminal Ileum	111CU
GTEX-111CU-1426-SM-5GZYP	Colon - Transverse	111CU
GTEX-111CU-1526-SM-5N9FS	Prostate	111CU
GTEX-111CU-1726-SM-5EGHM	Testis	111CU
GTEX-111CU-1826-SM-5GZYN	Adipose - Subcutaneous	111CU
GTEX-111CU-2026-SM-5GZZC	Muscle - Skeletal	111CU
GTEX-111CU-2226-SM-5N9G5	Nerve - Tibial	111CU
GTEX-111FC-0126-SM-5N9DL	Skin - Sun Exposed (Lower leg)	111FC
GTEX-111FC-0226-SM-5N9B8	Adipose - Subcutaneous	111FC
GTEX-111FC-0326-SM-5GZZ1	Muscle - Skeletal	111FC
GTEX-111FC-0426-SM-5N9CV	Artery - Tibial	111FC
GTEX-111FC-0526-SM-5GZZ8	Nerve - Tibial	111FC
GTEX-111FC-0626-SM-5N9CU	Heart - Atrial Appendage	111FC
GTEX-111FC-0826-SM-5GZWO	Heart - Left Ventricle	111FC
GTEX-111FC-1026-SM-5GZX1	Thyroid	111FC
GTEX-111FC-1126-SM-5GZWU	Lung	111FC
GTEX-111FC-1326-SM-5N9D9	Spleen	111FC
GTEX-111FC-1926-SM-5GZYC	Testis	111FC
GTEX-111FC-2026-SM-5GZYO	Prostate	111FC
GTEX-111FC-2526-SM-5GZXU	Skin - Not Sun Exposed (Suprapubic)	111FC
GTEX-111FC-2926-SM-5GZY7	Minor Salivary Gland	111FC
GTEX-111FC-3126-SM-5GZZ2	Brain - Cortex	111FC
GTEX-111FC-3326-SM-5GZYV	Brain - Cerebellum	111FC
GTEX-111VG-0326-SM-5GZX7	Heart - Atrial Appendage	111VG
GTEX-111VG-0526-SM-5N9BW	Thyroid	111VG
GTEX-111VG-0726-SM-5GIDC	Lung	111VG
GTEX-111VG-1626-SM-5EGIO	Skin - Not Sun Exposed (Suprapubic)	111VG
GTEX-111VG-1926-SM-5GIDO	Testis	111VG
GTEX-111VG-2226-SM-5N9DU	Colon - Transverse	111VG
GTEX-111VG-2326-SM-5N9BK	Adipose - Subcutaneous	111VG
GTEX-111VG-2426-SM-5GZXD	Skin - Sun Exposed (Lower leg)	111VG
GTEX-111VG-2526-SM-5GZXP	Nerve - Tibial	111VG
GTEX-111VG-2626-SM-5GZY2	Muscle - Skeletal	111VG
GTEX-111YS-0006-SM-5NQBE	Whole Blood	111YS
GTEX-111YS-0126-SM-5987T	Adrenal Gland	111YS
GTEX-111YS-0326-SM-5GZZ3	Heart - Atrial Appendage	111YS
GTEX-111YS-0426-SM-5987O	Heart - Left Ventricle	111YS
GTEX-111YS-0526-SM-5GZXJ	Artery - Aorta	111YS
GTEX-111YS-0626-SM-5GZXV	Lung	111YS
GTEX-111YS-0726-SM-5GZY8	Thyroid	111YS
GTEX-111YS-0826-SM-5GZYK	Esophagus - Gastroesophageal Junction	111YS
GTEX-111YS-0926-SM-5EGGI	Esophagus - Mucosa	111YS
GTEX-111YS-1026-SM-5GZYE	Esophagus - Muscularis	111YS
GTEX-111YS-1126-SM-5GZYQ	Stomach	111YS
GTEX-111YS-1226-SM-5EGGJ	Pancreas	111YS
GTEX-111YS-1326-SM-5EGGK	Adipose - Visceral (Omentum)	111YS
GTEX-111YS-1426-SM-5GID8	Small Intestine - Terminal Ileum	111YS
GTEX-111YS-1526-SM-5GZYW	Skin - Not Sun Exposed (Suprapubic)	111YS
GTEX-111YS-1626-SM-5GZZ9	Colon - Transverse	111YS
GTEX-111YS-1726-SM-5GIED	Prostate	111YS
GTEX-111YS-1826-SM-5GIEP	Colon - Sigmoid	111YS
GTEX-111YS-1926-SM-5GICC	Breast - Mammary Tissue	111YS
GTEX-111YS-2026-SM-5EGGL	Testis	111YS
GTEX-111YS-2126-SM-5EGGM	Nerve - Tibial	111YS
GTEX-111YS-2226-SM-5987P	Artery - Tibial	111YS
GTEX-111YS-2326-SM-5987L	Muscle - Skeletal	111YS
GTEX-111YS-2426-SM-5GZZQ	Adipose - Subcutaneous	111YS
GTEX-1122O-0003-SM-5Q5DL	Cells - EBV-transformed lymphocytes	1122O
GTEX-1122O-0005-SM-5O99J	Whole Blood	1122O
GTEX-1122O-0126-SM-5GICA	Lung	1122O
GTEX-1122O-0226-SM-5N9DA	Thyroid	1122O
GTEX-1122O-0326-SM-5H124	Adrenal Gland	1122O
GTEX-1122O-0426-SM-5H12G	Artery - Coronary	1122O
GTEX-1122O-0526-SM-5N9DM	Spleen	1122O
GTEX-1122O-0626-SM-5N9B9	Heart - Atrial Appendage	1122O
GTEX-1122O-0726-SM-5GIEV	Pancreas	1122O
GTEX-1122O-0826-SM-5GICV	Heart - Left Ventricle	1122O
GTEX-1122O-0926-SM-9YFLC	Adipose - Visceral (Omentum)	1122O
GTEX-1122O-1026-SM-9WYSF	Skin - Not Sun Exposed (Suprapubic)	1122O
GTEX-1122O-1126-SM-5NQ8X	Artery - Aorta	1122O
GTEX-1122O-1226-SM-5H113	Breast - Mammary Tissue	1122O
GTEX-1122O-1326-SM-5H11F	Small Intestine - Terminal Ileum	1122O
GTEX-1122O-1426-SM-5H11R	Colon - Sigmoid	1122O
GTEX-1122O-1526-SM-5N9CL	Colon - Transverse	1122O
GTEX-1122O-1626-SM-5N9CX	Esophagus - Muscularis	1122O
GTEX-1122O-1726-SM-5GICM	Esophagus - Mucosa	1122O
GTEX-1122O-1826-SM-5EGIP	Esophagus - Gastroesophageal Junction	1122O
GTEX-1122O-1926-SM-5EGIQ	Stomach	1122O
GTEX-1122O-2026-SM-9YFMG	Adipose - Subcutaneous	1122O
GTEX-1122O-2126-SM-5EGIR	Skin - Sun Exposed (Lower leg)	1122O
GTEX-1122O-2326-SM-9YFL9	Artery - Tibial	1122O
GTEX-1122O-2426-SM-5GIDN	Muscle - Skeletal	1122O
GTEX-1128S-0005-SM-5P9HI	Whole Blood	1128S
GTEX-1128S-0126-SM-5H12S	Thyroid	1128S
GTEX-1128S-0326-SM-5GZZF	Artery - Aorta	1128S
GTEX-1128S-0726-SM-5N9D6	Lung	1128S
GTEX-1128S-0826-SM-5GZZI	Pancreas	1128S
GTEX-1128S-0926-SM-5GZZU	Adipose - Visceral (Omentum)	1128S
GTEX-1128S-1626-SM-5H12O	Colon - Transverse	1128S
GTEX-1128S-2126-SM-5H12U	Adipose - Subcutaneous	1128S
GTEX-1128S-2326-SM-5GZZY	Skin - Sun Exposed (Lower leg)	1128S
GTEX-1128S-2426-SM-5H11B	Muscle - Skeletal	1128S
GTEX-1128S-2526-SM-5H11N	Artery - Tibial	1128S
GTEX-1128S-2626-SM-5H11Z	Pituitary	1128S
GTEX-1128S-2726-SM-5H12C	Brain - Cortex	1128S
GTEX-1128S-2826-SM-5N9DI	Brain - Cerebellum	1128S
GTEX-113IC-0006-SM-5NQ9C	Whole Blood	113IC
GTEX-113IC-0126-SM-5HL6T	Skin - Sun Exposed (Lower leg)	113IC
GTEX-113IC-0226-SM-5HL5C	Adipose - Subcutaneous	113IC
GTEX-113IC-0426-SM-5HL5O	Artery - Tibial	113IC
GTEX-113IC-0526-SM-5HL76	Nerve - Tibial	113IC
GTEX-113JC-0006-SM-5O997	Whole Blood	113JC
GTEX-113JC-0126-SM-5EGJW	Thyroid	113JC
GTEX-113JC-0726-SM-5GZZR	Adipose - Visceral (Omentum)	113JC
GTEX-113JC-0926-SM-5H114	Esophagus - Muscularis	113JC
GTEX-113JC-1026-SM-5H117	Esophagus - Gastroesophageal Junction	113JC
GTEX-113JC-1926-SM-5N9GE	Vagina	113JC
GTEX-113JC-2226-SM-5EGJG	Uterus	113JC
GTEX-113JC-2326-SM-5EQ4E	Skin - Sun Exposed (Lower leg)	113JC
GTEX-113JC-2726-SM-5EGIS	Muscle - Skeletal	113JC
GTEX-113JC-2826-SM-5EGIT	Pituitary	113JC
GTEX-117XS-0005-SM-5PNU6	Whole Blood	117XS
GTEX-117XS-0426-SM-5GZZN	Artery - Aorta	117XS
GTEX-117XS-0526-SM-5987Q	Thyroid	117XS
GTEX-117XS-0726-SM-5H131	Heart - Atrial Appendage	117XS
GTEX-117XS-1926-SM-5GICO	Breast - Mammary Tissue	117XS
GTEX-117XS-2026-SM-5GID1	Testis	117XS
GTEX-117XS-2226-SM-5GIE1	Colon - Sigmoid	117XS
GTEX-117XS-2526-SM-5H11G	Muscle - Skeletal	117XS
GTEX-117XS-2726-SM-5N9BL	Skin - Sun Exposed (Lower leg)	117XS
GTEX-117XS-2926-SM-5N9BX	Pituitary	117XS
GTEX-117XS-3026-SM-5N9CA	Brain - Cortex	117XS
GTEX-117XS-3126-SM-5GIDP	Brain - Cerebellum	117XS
GTEX-117YW-0005-SM-5NQ8Z	Whole Blood	117YW
GTEX-117YW-0126-SM-5EGGN	Thyroid	117YW
GTEX-117YW-0226-SM-5N9CM	Artery - Aorta	117YW
GTEX-117YW-0326-SM-5N9CY	Heart - Left Ventricle	117YW
GTEX-117YW-0426-SM-5GZZZ	Heart - Atrial Appendage	117YW
GTEX-117YW-0526-SM-5H11C	Lung	117YW
GTEX-117YW-0826-SM-5H11O	Adipose - Visceral (Omentum)	117YW
GTEX-117YW-1426-SM-5EGGO	Prostate	117YW
GTEX-117YW-1526-SM-5EGGP	Testis	117YW
GTEX-117YW-1826-SM-5PNY5	Colon - Transverse	117YW
GTEX-117YW-1926-SM-5H121	Esophagus - Mucosa	117YW
GTEX-117YW-2026-SM-5N9BH	Esophagus - Muscularis	117YW
GTEX-117YW-2226-SM-5N9DB	Stomach	117YW
GTEX-117YW-2426-SM-5Q5AE	Muscle - Skeletal	117YW
GTEX-117YW-2626-SM-5GZZH	Skin - Sun Exposed (Lower leg)	117YW
GTEX-117YW-2726-SM-5GZZT	Artery - Tibial	117YW
GTEX-117YW-2826-SM-5H116	Pituitary	117YW
GTEX-117YX-0126-SM-5EGH5	Adrenal Gland	117YX
GTEX-117YX-0226-SM-5EGH6	Pancreas	117YX
GTEX-117YX-0326-SM-5GICL	Small Intestine - Terminal Ileum	117YX
GTEX-117YX-0526-SM-5EGJH	Colon - Sigmoid	117YX
GTEX-117YX-0626-SM-5EGJI	Heart - Atrial Appendage	117YX
GTEX-117YX-0726-SM-5GIET	Adipose - Visceral (Omentum)	117YX
GTEX-117YX-0826-SM-5H11J	Colon - Transverse	117YX
GTEX-117YX-1026-SM-5H11V	Stomach	117YX
GTEX-117YX-1126-SM-5H128	Heart - Left Ventricle	117YX
GTEX-117YX-1226-SM-5H11S	Thyroid	117YX
GTEX-117YX-1326-SM-5H125	Lung	117YX
GTEX-117YX-1426-SM-5H12H	Breast - Mammary Tissue	117YX
GTEX-117YX-1526-SM-5H12T	Prostate	117YX
GTEX-117YX-1726-SM-5GZZS	Artery - Coronary	117YX
GTEX-117YX-1826-SM-5H12K	Esophagus - Muscularis	117YX
GTEX-117YX-1926-SM-5GIEC	Skin - Not Sun Exposed (Suprapubic)	117YX
GTEX-117YX-2026-SM-5GIEF	Testis	117YX
GTEX-117YX-2126-SM-5GIEL	Spleen	117YX
GTEX-117YX-2226-SM-5EGJJ	Adipose - Subcutaneous	117YX
GTEX-117YX-2326-SM-5H12W	Skin - Sun Exposed (Lower leg)	117YX
GTEX-117YX-2426-SM-5GZZJ	Nerve - Tibial	117YX
GTEX-117YX-2526-SM-5EQ4Q	Muscle - Skeletal	117YX
GTEX-117YX-2626-SM-5EQ53	Artery - Tibial	117YX
GTEX-1192W-0005-SM-5NQBQ	Whole Blood	1192W
GTEX-1192W-0126-SM-5EGGS	Thyroid	1192W
GTEX-1192W-0226-SM-5EGGT	Heart - Atrial Appendage	1192W
GTEX-1192W-2626-SM-5Q5AF	Skin - Sun Exposed (Lower leg)	1192W
GTEX-1192W-3026-SM-5GZZV	Pituitary	1192W
GTEX-1192X-0005-SM-5NQC3	Whole Blood	1192X
GTEX-1192X-0011-R10a-SM-DO941	Brain - Frontal Cortex (BA9)	1192X
GTEX-1192X-0011-R5a-SM-DNZZA	Brain - Caudate (basal ganglia)	1192X
GTEX-1192X-0011-R6a-SM-DNZZB	Brain - Nucleus accumbens (basal ganglia)	1192X
GTEX-1192X-0011-R7b-SM-DNZZC	Brain - Putamen (basal ganglia)	1192X
GTEX-1192X-0011-R8b-SM-DO11U	Brain - Hypothalamus	1192X
GTEX-1192X-0011-R9b-SM-DO934	Brain - Spinal cord (cervical c-1)	1192X
GTEX-1192X-0226-SM-5H12D	Skin - Sun Exposed (Lower leg)	1192X
GTEX-1192X-0326-SM-5H11U	Nerve - Tibial	1192X
GTEX-1192X-0426-SM-5GIEE	Muscle - Skeletal	1192X
GTEX-1192X-0726-SM-5987R	Heart - Atrial Appendage	1192X
GTEX-1192X-1126-SM-5EGGU	Thyroid	1192X
GTEX-1192X-1526-SM-5H11I	Adipose - Visceral (Omentum)	1192X
GTEX-1192X-1826-SM-5GIE2	Esophagus - Gastroesophageal Junction	1192X
GTEX-1192X-2326-SM-5987X	Breast - Mammary Tissue	1192X
GTEX-1192X-2526-SM-59868	Small Intestine - Terminal Ileum	1192X
GTEX-1192X-2726-SM-5N9DN	Skin - Not Sun Exposed (Suprapubic)	1192X
GTEX-1192X-2926-SM-5N9BA	Minor Salivary Gland	1192X
GTEX-1192X-3026-SM-5N9BM	Pituitary	1192X
GTEX-1192X-3126-SM-5N9BY	Brain - Cortex	1192X
GTEX-1192X-3226-SM-5987D	Brain - Cerebellum	1192X
GTEX-11DXW-0006-SM-5NQ7Y	Whole Blood	11DXW
GTEX-11DXW-0011-R1a-SM-DNZZD	Brain - Hippocampus	11DXW
GTEX-11DXW-0011-R3b-SM-DNZZE	Brain - Anterior cingulate cortex (BA24)	11DXW
GTEX-11DXW-0011-R5b-SM-DO11D	Brain - Caudate (basal ganglia)	11DXW
GTEX-11DXW-0011-R6a-SM-DO11N	Brain - Nucleus accumbens (basal ganglia)	11DXW
GTEX-11DXW-0011-R7b-SM-DO119	Brain - Putamen (basal ganglia)	11DXW
GTEX-11DXW-0226-SM-5H122	Skin - Sun Exposed (Lower leg)	11DXW
GTEX-11DXW-0326-SM-5H11W	Adipose - Subcutaneous	11DXW
GTEX-11DXW-0426-SM-5H12E	Nerve - Tibial	11DXW
GTEX-11DXW-0526-SM-5H127	Artery - Tibial	11DXW
GTEX-11DXW-0626-SM-5N9ER	Breast - Mammary Tissue	11DXW
GTEX-11DXW-0726-SM-5H12J	Muscle - Skeletal	11DXW
GTEX-11DXW-0826-SM-5H118	Skin - Not Sun Exposed (Suprapubic)	11DXW
GTEX-11DXW-1026-SM-5H11K	Brain - Cerebellum	11DXW
GTEX-11DXW-1126-SM-5H12Q	Brain - Cortex	11DXW
GTEX-11DXW-1226-SM-5H133	Pituitary	11DXW
GTEX-11DXX-0005-SM-5NQ8B	Whole Blood	11DXX
GTEX-11DXX-0126-SM-5EGH7	Adrenal Gland	11DXX
GTEX-11DXX-0226-SM-5P9HL	Thyroid	11DXX
GTEX-11DXX-0326-SM-5PNWC	Heart - Left Ventricle	11DXX
GTEX-11DXX-0426-SM-5EQ5F	Artery - Aorta	11DXX
GTEX-11DXX-0526-SM-5PNVR	Heart - Atrial Appendage	11DXX
GTEX-11DXX-0626-SM-5Q5AG	Lung	11DXX
GTEX-11DXX-0726-SM-5H12X	Spleen	11DXX
GTEX-11DXX-0826-SM-5GZZP	Artery - Coronary	11DXX
GTEX-11DXX-0926-SM-5H112	Pancreas	11DXX
GTEX-11DXX-1026-SM-5H11E	Esophagus - Muscularis	11DXX
GTEX-11DXX-1126-SM-5GZZK	Esophagus - Mucosa	11DXX
GTEX-11DXX-1226-SM-5GICD	Esophagus - Gastroesophageal Junction	11DXX
GTEX-11DXX-1326-SM-5GIDZ	Stomach	11DXX
GTEX-11DXX-1426-SM-5GIDU	Ovary	11DXX
GTEX-11DXX-1526-SM-5H115	Uterus	11DXX
GTEX-11DXX-1626-SM-5H11H	Small Intestine - Terminal Ileum	11DXX
GTEX-11DXX-1726-SM-5H11T	Vagina	11DXX
GTEX-11DXX-1826-SM-5H126	Colon - Transverse	11DXX
GTEX-11DXX-1926-SM-5EGJK	Colon - Sigmoid	11DXX
GTEX-11DXX-2026-SM-5EGJL	Adipose - Visceral (Omentum)	11DXX
GTEX-11DXX-2126-SM-5PNYR	Skin - Not Sun Exposed (Suprapubic)	11DXX
GTEX-11DXX-2326-SM-9YFKS	Adipose - Subcutaneous	11DXX
GTEX-11DXX-2426-SM-5GZZW	Skin - Sun Exposed (Lower leg)	11DXX
GTEX-11DXX-2526-SM-5H119	Nerve - Tibial	11DXX
GTEX-11DXX-2626-SM-5Q5A3	Artery - Tibial	11DXX
GTEX-11DXX-2726-SM-5PNXO	Muscle - Skeletal	11DXX
GTEX-11DXY-0006-SM-5NQ8N	Whole Blood	11DXY
GTEX-11DXY-0011-R10b-SM-DO12C	Brain - Frontal Cortex (BA9)	11DXY
GTEX-11DXY-0011-R11a-SM-DNZZN	Brain - Cerebellar Hemisphere	11DXY
GTEX-11DXY-0011-R5b-SM-DNZZL	Brain - Caudate (basal ganglia)	11DXY
GTEX-11DXY-0011-R6a-SM-DNZZF	Brain - Nucleus accumbens (basal ganglia)	11DXY
GTEX-11DXY-0011-R7a-SM-DO11L	Brain - Putamen (basal ganglia)	11DXY
GTEX-11DXY-0011-R8a-SM-DO11M	Brain - Hypothalamus	11DXY
GTEX-11DXY-0126-SM-5H11Q	Skin - Not Sun Exposed (Suprapubic)	11DXY
GTEX-11DXY-0226-SM-5H123	Testis	11DXY
GTEX-11DXY-0326-SM-5H12F	Adipose - Visceral (Omentum)	11DXY
GTEX-11DXY-0426-SM-5H12R	Thyroid	11DXY
GTEX-11DXY-0526-SM-5EGGQ	Liver	11DXY
GTEX-11DXY-0826-SM-5EGGR	Heart - Left Ventricle	11DXY
GTEX-11DXY-1026-SM-5987V	Heart - Atrial Appendage	11DXY
GTEX-11DXY-1126-SM-5987W	Artery - Coronary	11DXY
GTEX-11DXY-1326-SM-5987Z	Esophagus - Gastroesophageal Junction	11DXY
GTEX-11DXY-1426-SM-5N9CN	Esophagus - Mucosa	11DXY
GTEX-11DXY-1526-SM-5H129	Esophagus - Muscularis	11DXY
GTEX-11DXY-1626-SM-5H12L	Adrenal Gland	11DXY
GTEX-11DXY-2026-SM-5N9CZ	Colon - Sigmoid	11DXY
GTEX-11DXY-2326-SM-5GICW	Breast - Mammary Tissue	11DXY
GTEX-11DXY-2626-SM-5GIE7	Skin - Sun Exposed (Lower leg)	11DXY
GTEX-11DXY-2726-SM-5GID2	Muscle - Skeletal	11DXY
GTEX-11DXY-3026-SM-5N9CB	Pituitary	11DXY
GTEX-11DXY-3126-SM-5N9BT	Brain - Cerebellum	11DXY
GTEX-11DXY-3226-SM-5GIDE	Brain - Cortex	11DXY
GTEX-11DXZ-0006-SM-5LZZH	Whole Blood	11DXZ
GTEX-11DXZ-0126-SM-5EGGY	Liver	11DXZ
GTEX-11DXZ-0226-SM-5EGGZ	Adrenal Gland	11DXZ
GTEX-11DXZ-0326-SM-5EGH1	Heart - Atrial Appendage	11DXZ
GTEX-11DXZ-0426-SM-5987Y	Artery - Aorta	11DXZ
GTEX-11DXZ-0526-SM-5GU7J	Artery - Coronary	11DXZ
GTEX-11DXZ-0626-SM-5GU77	Heart - Left Ventricle	11DXZ
GTEX-11DXZ-0726-SM-5N9C4	Lung	11DXZ
GTEX-11DXZ-0926-SM-5N9CG	Thyroid	11DXZ
GTEX-11DXZ-1026-SM-5N9D5	Esophagus - Gastroesophageal Junction	11DXZ
GTEX-11DXZ-1226-SM-5H11L	Esophagus - Mucosa	11DXZ
GTEX-11DXZ-1326-SM-5H11X	Small Intestine - Terminal Ileum	11DXZ
GTEX-11DXZ-1426-SM-5H12A	Adipose - Visceral (Omentum)	11DXZ
GTEX-11DXZ-1626-SM-5GIDI	Colon - Sigmoid	11DXZ
GTEX-11DXZ-1726-SM-5H12M	Colon - Transverse	11DXZ
GTEX-11DXZ-1826-SM-5H12Y	Prostate	11DXZ
GTEX-11DXZ-1926-SM-5GZZL	Breast - Mammary Tissue	11DXZ
GTEX-11DXZ-2026-SM-5987S	Skin - Not Sun Exposed (Suprapubic)	11DXZ
GTEX-11DXZ-2126-SM-59881	Testis	11DXZ
GTEX-11DXZ-2326-SM-5EGGV	Skin - Sun Exposed (Lower leg)	11DXZ
GTEX-11DXZ-2426-SM-5N9DT	Muscle - Skeletal	11DXZ
GTEX-11DXZ-2526-SM-5N9BG	Nerve - Tibial	11DXZ
GTEX-11DXZ-2626-SM-59882	Artery - Tibial	11DXZ
GTEX-11DYG-0006-SM-5NQB2	Whole Blood	11DYG
GTEX-11DYG-0011-R10b-SM-DNZZO	Brain - Frontal Cortex (BA9)	11DYG
GTEX-11DYG-0011-R11a-SM-DNZZP	Brain - Cerebellar Hemisphere	11DYG
GTEX-11DYG-0011-R5a-SM-DO928	Brain - Caudate (basal ganglia)	11DYG
GTEX-11DYG-0011-R6a-SM-DO936	Brain - Nucleus accumbens (basal ganglia)	11DYG
GTEX-11DYG-0011-R7b-SM-EXUS6	Brain - Putamen (basal ganglia)	11DYG
GTEX-11DYG-0011-R8a-SM-DO93F	Brain - Hypothalamus	11DYG
GTEX-11DYG-0126-SM-59883	Skin - Sun Exposed (Lower leg)	11DYG
GTEX-11DYG-0426-SM-5987J	Nerve - Tibial	11DYG
GTEX-11DYG-0826-SM-5N9GH	Thyroid	11DYG
GTEX-11DYG-0926-SM-5EGGW	Artery - Coronary	11DYG
GTEX-11DYG-1026-SM-5A5JQ	Heart - Atrial Appendage	11DYG
GTEX-11DYG-1226-SM-5N9DC	Artery - Aorta	11DYG
GTEX-11DYG-1326-SM-5N9DO	Esophagus - Mucosa	11DYG
GTEX-11DYG-1426-SM-5A5JR	Esophagus - Muscularis	11DYG
GTEX-11DYG-1526-SM-5A5JS	Skin - Not Sun Exposed (Suprapubic)	11DYG
GTEX-11DYG-1926-SM-5H12I	Esophagus - Gastroesophageal Junction	11DYG
GTEX-11DYG-2026-SM-5EGGX	Adipose - Visceral (Omentum)	11DYG
GTEX-11DYG-2526-SM-5N9BB	Prostate	11DYG
GTEX-11DYG-2926-SM-5H132	Brain - Cerebellum	11DYG
GTEX-11DYG-3126-SM-5A5L6	Pituitary	11DYG
GTEX-11DZ1-0011-R10b-SM-DO943	Brain - Frontal Cortex (BA9)	11DZ1
GTEX-11DZ1-0011-R11b-SM-DO11W	Brain - Cerebellar Hemisphere	11DZ1
GTEX-11DZ1-0011-R2a-SM-DNZZM	Brain - Substantia nigra	11DZ1
GTEX-11DZ1-0011-R3a-SM-DNZYY	Brain - Anterior cingulate cortex (BA24)	11DZ1
GTEX-11DZ1-0011-R5a-SM-DO11J	Brain - Caudate (basal ganglia)	11DZ1
GTEX-11DZ1-0011-R6b-SM-DNZZG	Brain - Nucleus accumbens (basal ganglia)	11DZ1
GTEX-11DZ1-0011-R7a-SM-DNZZH	Brain - Putamen (basal ganglia)	11DZ1
GTEX-11DZ1-0011-R8b-SM-DNZZI	Brain - Hypothalamus	11DZ1
GTEX-11DZ1-0011-R9a-SM-DO933	Brain - Spinal cord (cervical c-1)	11DZ1
GTEX-11DZ1-0126-SM-5985Q	Skin - Sun Exposed (Lower leg)	11DZ1
GTEX-11DZ1-0226-SM-5A5KF	Adipose - Subcutaneous	11DZ1
GTEX-11DZ1-0326-SM-5N9BN	Breast - Mammary Tissue	11DZ1
GTEX-11DZ1-0426-SM-5H11A	Lung	11DZ1
GTEX-11DZ1-0926-SM-5EQ5R	Muscle - Skeletal	11DZ1
GTEX-11DZ1-2026-SM-5A5KG	Esophagus - Mucosa	11DZ1
GTEX-11DZ1-2426-SM-5GZZX	Skin - Not Sun Exposed (Suprapubic)	11DZ1
GTEX-11DZ1-2726-SM-5A5KH	Thyroid	11DZ1
GTEX-11DZ1-2926-SM-5A5KI	Brain - Cerebellum	11DZ1
GTEX-11EI6-0005-SM-5N9GN	Whole Blood	11EI6
GTEX-11EI6-0011-R10a-SM-DO93R	Brain - Frontal Cortex (BA9)	11EI6
GTEX-11EI6-0011-R11a-SM-DO11V	Brain - Cerebellar Hemisphere	11EI6
GTEX-11EI6-0011-R1a-SM-DO93L	Brain - Hippocampus	11EI6
GTEX-11EI6-0011-R8a-SM-DO93M	Brain - Hypothalamus	11EI6
GTEX-11EI6-0126-SM-5985R	Skin - Sun Exposed (Lower leg)	11EI6
GTEX-11EI6-0226-SM-5EQ64	Adipose - Subcutaneous	11EI6
GTEX-11EI6-0326-SM-5EQ6G	Muscle - Skeletal	11EI6
GTEX-11EI6-0426-SM-5EQ43	Nerve - Tibial	11EI6
GTEX-11EI6-0526-SM-5985S	Artery - Tibial	11EI6
GTEX-11EI6-0626-SM-5985T	Breast - Mammary Tissue	11EI6
GTEX-11EI6-0726-SM-59866	Thyroid	11EI6
GTEX-11EI6-0826-SM-5985V	Lung	11EI6
GTEX-11EI6-1526-SM-5P9GL	Esophagus - Mucosa	11EI6
GTEX-11EI6-2226-SM-5EGJM	Testis	11EI6
GTEX-11EI6-2426-SM-5PNVS	Stomach	11EI6
GTEX-11EI6-2626-SM-5PNVT	Colon - Sigmoid	11EI6
GTEX-11EI6-2826-SM-5H11D	Skin - Not Sun Exposed (Suprapubic)	11EI6
GTEX-11EI6-2926-SM-5985U	Brain - Cerebellum	11EI6
GTEX-11EI6-3026-SM-5GZZO	Brain - Cortex	11EI6
GTEX-11EI6-3126-SM-5H111	Pituitary	11EI6
GTEX-11EM3-0001-SM-5Q5BD	Cells - EBV-transformed lymphocytes	11EM3
GTEX-11EM3-0005-SM-5N9DK	Whole Blood	11EM3
GTEX-11EM3-0126-SM-5985K	Thyroid	11EM3
GTEX-11EM3-0226-SM-5985Y	Artery - Aorta	11EM3
GTEX-11EM3-0326-SM-5A5KJ	Adrenal Gland	11EM3
GTEX-11EM3-0426-SM-5N9BZ	Heart - Atrial Appendage	11EM3
GTEX-11EM3-0526-SM-5H12N	Artery - Coronary	11EM3
GTEX-11EM3-0626-SM-5H12Z	Heart - Left Ventricle	11EM3
